Concurso;Data_Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecada‡Æo_Total;Ganhadores_15_N£meros;Ganhadores_14_N£meros;Ganhadores_13_N£meros;Ganhadores_12_N£meros;Ganhadores_11_N£meros;Valor_Rateio_15_N£meros;Valor_Rateio_14_N£meros;Valor_Rateio_13_N£meros;Valor_Rateio_12_N£meros;Valor_Rateio_11_N£meros;Acumulado_15_N£meros;Estimativa_Prˆmio;Valor_Acumulado_Especial
880;15/03/2013;2;5;6;7;8;10;14;16;18;19;21;22;23;24;25;R$ 19.170.513,75;2;349;15293;229425;1289758;R$ 881.792,84;R$ 1.554,85;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 27.908.490,08
881;18/03/2013;1;3;4;5;6;7;8;9;15;16;19;20;21;22;23;R$ 19.069.537,50;4;315;12529;180215;1137337;R$ 511.103,33;R$ 1.996,99;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 0,00
882;20/03/2013;1;2;7;8;10;11;12;13;14;17;18;19;22;24;25;R$ 17.423.412,50;4;1528;30723;283011;1349117;R$ 284.119,18;R$ 326,93;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 28.642.541,65
883;22/03/2013;3;5;6;7;8;9;10;12;16;17;18;19;21;22;25;R$ 18.211.077,50;2;337;13011;197609;1174217;R$ 894.105,58;R$ 1.632,70;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 29.055.205,76
884;25/03/2013;1;4;7;8;9;10;12;13;15;17;18;19;20;21;25;R$ 17.781.113,75;1;461;17526;227344;1270539;R$ 1.499.202,51;R$ 1.429,47;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 29.401.175,58
885;27/03/2013;2;5;7;8;9;11;12;15;16;17;18;19;22;23;24;R$ 17.061.415,00;2;558;20230;235542;1212096;R$ 693.752,81;R$ 1.092,99;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.400.000,00;R$ 29.721.369,19
886;30/03/2013;1;3;4;7;8;10;11;12;13;15;16;17;20;21;23;R$ 12.752.508,75;1;563;16939;182281;940142;R$ 973.721,37;R$ 760,22;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 29.946.074,12
887;01/04/2013;1;6;8;10;11;12;15;17;18;19;20;21;23;24;25;R$ 14.728.711,25;0;298;12875;179140;1041375;R$ 0,00;R$ 1.326,42;R$ 12,50;R$ 5,00;R$ 2,50;R$ 1.284.636,43;R$ 3.500.000,00;R$ 30.242.528,68
888;03/04/2013;1;3;6;11;12;13;14;16;17;18;19;20;21;22;24;R$ 23.107.931,25;2;393;15434;261790;1404803;R$ 1.815.769,98;R$ 1.837,47;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 30.784.121,81
889;05/04/2013;2;4;5;6;7;9;11;12;13;16;18;19;21;22;25;R$ 18.783.946,25;3;791;23286;260548;1299921;R$ 519.445,26;R$ 865,97;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 31.143.737,77
890;08/04/2013;1;2;3;4;5;6;7;8;11;16;17;18;19;23;24;R$ 18.167.783,75;1;320;12755;170521;1105971;R$ 1.920.251,01;R$ 1.846,39;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 31.586.872,62
891;10/04/2013;1;5;6;7;8;12;14;15;16;17;19;21;23;24;25;R$ 17.917.886,25;6;528;18305;226702;1213232;R$ 264.802,16;R$ 1.322,68;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 31.953.521,77
892;12/04/2013;1;2;3;5;6;10;13;14;16;17;19;20;21;22;24;R$ 18.374.991,25;2;371;14972;210654;1145292;R$ 906.556,30;R$ 1.503,72;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 32.371.932,37
893;15/04/2013;1;2;3;4;5;6;8;9;11;15;16;20;22;23;24;R$ 18.614.280,00;0;317;15045;195002;1120532;R$ 0,00;R$ 1.867,89;R$ 12,50;R$ 5,00;R$ 2,50;R$ 1.924.396,65;R$ 3.500.000,00;R$ 32.816.023,92
894;17/04/2013;1;2;5;6;9;12;13;14;15;18;19;21;22;24;25;R$ 24.047.731,25;4;680;24711;296746;1647289;R$ 1.012.853,58;R$ 1.374,93;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.800.000,00;R$ 33.306.874,16
895;19/04/2013;2;3;4;5;6;8;11;12;13;16;17;18;19;21;25;R$ 18.479.786,25;1;338;14796;220017;1268428;R$ 1.673.734,65;R$ 1.523,65;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.800.000,00;R$ 33.693.120,62
896;22/04/2013;1;2;3;4;6;7;8;12;13;15;17;18;19;20;23;R$ 18.668.972,50;0;466;18447;244774;1373544;R$ 0,00;R$ 1.429,01;R$ 12,50;R$ 5,00;R$ 2,50;R$ 1.514.969,52;R$ 3.500.000,00;R$ 34.042.728,98
897;24/04/2013;1;2;5;7;8;9;10;11;13;14;16;17;18;21;23;R$ 23.234.852,50;1;709;25323;314853;1703480;R$ 3.370.586,64;R$ 1.150,43;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 34.470.948,32
898;26/04/2013;1;4;6;8;9;10;11;12;13;14;18;20;21;24;25;R$ 18.484.898,75;0;413;16363;225211;1244150;R$ 0,00;R$ 1.252,86;R$ 12,50;R$ 5,00;R$ 2,50;R$ 1.681.646,19;R$ 3.500.000,00;R$ 34.859.020,52
899;29/04/2013;1;4;7;9;10;12;14;15;16;17;18;20;21;23;25;R$ 21.944.132,50;8;1388;30635;301450;1415514;R$ 450.823,74;R$ 609,60;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 35.303.238,31
900;03/05/2013;1;2;6;7;8;10;11;12;13;15;18;20;22;24;25;R$ 23.308.606,25;4;623;26290;317179;1660909;R$ 477.005,53;R$ 1.346,21;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.600.000,00;R$ 35.743.551,11
901;06/05/2013;1;2;4;6;7;10;12;13;14;16;18;22;23;24;25;R$ 19.423.522,50;1;773;26599;295122;1387162;R$ 1.489.699,46;R$ 847,10;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 36.087.327,91
902;08/05/2013;1;2;3;4;5;6;8;9;11;17;20;21;23;24;25;R$ 18.312.502,50;1;405;17134;229724;1202494;R$ 1.679.849,00;R$ 1.276,24;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 36.474.985,38
903;10/05/2013;1;2;3;4;5;6;8;10;11;13;15;16;18;20;22;R$ 18.197.715,00;29;2346;39605;326542;1316206;R$ 40.670,56;R$ 220,98;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 36.747.165,31
904;13/05/2013;1;5;6;7;9;10;12;13;16;17;18;19;20;22;24;R$ 19.076.688,75;3;415;16417;220320;1278228;R$ 590.743,42;R$ 1.313,98;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 37.156.141,53
905;15/05/2013;1;4;6;8;10;11;12;13;14;16;17;20;21;22;23;R$ 17.903.935,00;3;485;16607;217383;1173879;R$ 553.880,28;R$ 1.505,96;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 37.539.597,11
906;17/05/2013;1;2;3;5;6;7;8;9;10;12;17;18;21;22;24;R$ 17.977.238,75;1;386;14657;215661;1228374;R$ 1.629.342,76;R$ 1.298,80;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 37.915.599,29
907;20/05/2013;2;3;4;5;7;8;10;13;14;15;16;20;21;22;23;R$ 18.435.088,75;2;442;16685;217658;1244971;R$ 843.043,84;R$ 1.676,78;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 38.304.696,46
908;22/05/2013;1;2;4;6;7;9;10;12;13;15;17;18;23;24;25;R$ 17.391.132,50;7;1017;27083;290423;1335423;R$ 164.204,09;R$ 496,79;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 38.569.949,22
909;24/05/2013;1;2;3;5;6;7;8;10;11;12;13;18;20;21;22;R$ 17.771.860,00;4;881;27127;325358;1425730;R$ 260.807,95;R$ 520,50;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.700.000,00;R$ 38.810.695,03
910;27/05/2013;3;4;5;6;8;9;11;13;16;17;18;19;20;24;25;R$ 17.987.955,00;5;330;13990;200079;1200310;R$ 340.530,90;R$ 1.587,56;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.700.000,00;R$ 39.203.615,29
911;29/05/2013;1;2;3;5;6;8;11;13;15;17;21;22;23;24;25;R$ 16.371.787,50;3;589;20961;268655;1264410;R$ 370.128,44;R$ 828,66;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 39.459.858,06
912;31/05/2013;2;3;4;7;10;14;15;16;17;18;19;20;21;22;23;R$ 15.064.735,00;1;292;12155;163319;921138;R$ 1.528.795,01;R$ 1.610,96;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 39.812.656,92
913;03/06/2013;3;4;5;6;10;12;13;15;17;18;19;20;22;24;25;R$ 18.296.872,50;3;590;21490;240493;1311737;R$ 501.060,12;R$ 1.119,89;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 40.159.544,71
914;05/06/2013;1;3;4;5;6;10;11;12;15;17;18;20;22;23;24;R$ 17.880.816,25;2;552;19480;238528;1209768;R$ 775.870,83;R$ 1.235,65;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 40.517.638,95
915;07/06/2013;1;2;4;5;6;8;10;11;13;18;20;22;23;24;25;R$ 18.697.866,25;9;1332;37060;362584;1581577;R$ 101.137,76;R$ 300,37;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 40.727.694,31
916;10/06/2013;1;2;3;4;5;6;7;11;13;14;17;18;19;23;24;R$ 18.717.087,50;1;595;24818;250098;1382286;R$ 1.466.315,15;R$ 1.083,25;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 41.066.074,73
917;12/06/2013;1;2;3;4;5;6;11;13;14;17;19;20;21;22;24;R$ 18.766.985,00;1;766;24559;264249;1293661;R$ 1.546.399,44;R$ 887,38;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 41.422.936,15
918;14/06/2013;1;2;3;4;6;8;9;13;14;15;16;17;21;22;23;R$ 18.813.556,25;4;575;18440;209885;1221424;R$ 449.094,15;R$ 1.373,24;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 41.837.484,59
919;17/06/2013;1;2;3;4;5;7;9;10;11;13;14;17;19;21;22;R$ 19.015.487,50;9;1206;33391;346016;1553998;R$ 118.198,45;R$ 387,72;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 42.082.973,68
920;19/06/2013;1;2;3;4;5;6;10;12;13;15;16;19;20;22;23;R$ 17.195.903,75;7;547;17147;223119;1242588;R$ 203.650,60;R$ 1.145,55;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 42.411.947,73
921;21/06/2013;1;2;3;4;7;9;12;15;16;17;18;19;21;24;25;R$ 17.756.240,00;4;398;16049;213764;1205437;R$ 401.892,27;R$ 1.242,81;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 42.782.925,22
922;24/06/2013;2;4;5;6;8;9;12;15;16;17;20;21;22;23;24;R$ 15.549.668,75;1;427;15537;183545;984851;R$ 1.488.198,17;R$ 1.531,97;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 43.126.355,56
923;26/06/2013;1;3;4;5;6;7;10;12;14;15;19;20;22;24;25;R$ 15.782.213,75;4;517;19016;219239;1086654;R$ 329.495,59;R$ 1.120,56;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 43.430.505,34
924;28/06/2013;1;2;6;7;8;9;10;12;14;16;17;18;19;20;24;R$ 17.571.391,25;1;672;14155;191662;1056793;R$ 1.800.682,99;R$ 1.177,84;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 43.846.047,58
925;01/07/2013;1;3;4;6;7;9;12;13;14;15;16;22;23;24;25;R$ 17.492.985,00;6;481;16892;221428;1230987;R$ 250.591,53;R$ 1.374,01;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 44.193.020,48
926;03/07/2013;1;5;6;7;8;9;10;11;12;13;14;15;19;21;24;R$ 17.745.471,25;2;318;11117;210197;1104449;R$ 878.225,88;R$ 1.699,52;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 44.598.355,51
927;05/07/2013;2;3;5;6;9;11;13;14;16;17;20;21;22;23;25;R$ 17.489.780,00;4;645;19588;223824;1184092;R$ 383.866,49;R$ 1.046,40;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 44.952.693,81
928;08/07/2013;1;4;6;8;9;10;11;12;14;15;17;19;23;24;25;R$ 18.374.512,50;3;589;22476;251909;1273880;R$ 510.071,24;R$ 1.141,97;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 45.305.820,06
929;10/07/2013;1;2;4;5;7;8;9;10;11;14;18;20;21;23;25;R$ 16.938.465,00;2;605;20584;235562;1184553;R$ 696.075,80;R$ 1.011,46;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 45.627.085,82
930;12/07/2013;2;3;5;6;9;11;12;14;15;16;20;22;23;24;25;R$ 18.370.201,25;4;482;18859;235113;1203273;R$ 417.112,07;R$ 1.521,54;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 46.012.112,35
931;15/07/2013;2;3;5;6;8;10;11;12;14;16;19;20;22;24;25;R$ 18.657.858,75;19;1615;32934;303814;1274917;R$ 74.116,89;R$ 383,28;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 46.337.086,43
932;17/07/2013;1;4;5;8;12;13;14;15;16;18;20;21;22;23;25;R$ 17.887.972,50;3;431;16472;217357;1260341;R$ 520.306,74;R$ 1.591,92;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 46.697.298,79
933;19/07/2013;2;3;4;5;6;7;10;11;14;15;16;17;19;23;24;R$ 17.608.676,25;4;519;18529;225802;1185113;R$ 389.910,27;R$ 1.320,91;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 47.057.215,97
934;22/07/2013;2;3;4;8;9;10;11;14;19;20;21;22;23;24;25;R$ 17.978.643,75;6;1126;17604;209344;1237028;R$ 269.565,06;R$ 631,38;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 47.430.459,90
935;24/07/2013;1;2;3;4;5;6;7;9;10;12;14;18;19;22;23;R$ 16.400.607,50;7;629;22633;234740;1275273;R$ 167.349,73;R$ 818,63;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 47.700.794,07
936;26/07/2013;1;2;3;4;6;7;8;13;15;17;18;19;20;23;25;R$ 16.477.340,00;5;3650;16529;214200;1213359;R$ 267.737,75;R$ 161,21;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 48.009.722,25
937;29/07/2013;1;2;6;9;10;11;12;13;14;16;19;20;23;24;25;R$ 18.039.021,25;2;656;19164;219599;1203128;R$ 817.920,91;R$ 1.096,11;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 48.387.224,22
938;31/07/2013;2;3;4;6;7;10;11;13;15;16;17;18;19;20;25;R$ 17.368.430,00;2;345;12679;194650;1132978;R$ 837.484,55;R$ 1.493,84;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 48.773.755,55
939;02/08/2013;1;4;5;6;7;9;10;11;15;16;18;19;20;21;25;R$ 18.428.811,25;5;517;20035;218275;1224319;R$ 337.573,04;R$ 1.435,04;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 49.163.262,92
940;05/08/2013;2;3;4;6;7;9;13;14;16;17;18;19;20;24;25;R$ 18.811.687,50;8;451;16919;239217;1286223;R$ 208.026,73;R$ 1.622,00;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 49.547.312,26
941;07/08/2013;1;2;3;4;5;7;8;9;10;11;15;16;18;23;25;R$ 18.770.717,50;2;612;19474;262227;1500058;R$ 672.945,71;R$ 966,66;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 49.857.902,60
942;09/08/2013;1;3;4;5;6;7;11;12;13;18;19;20;21;22;24;R$ 18.783.558,75;7;708;21665;250433;1272846;R$ 231.612,43;R$ 1.006,57;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 50.232.045,76
943;12/08/2013;3;4;5;6;9;10;12;13;14;15;17;18;21;22;23;R$ 18.646.142,50;5;606;18987;218844;1235693;R$ 344.624,40;R$ 1.249,86;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 50.629.689,31
944;14/08/2013;1;8;9;10;11;12;13;14;16;17;18;19;21;24;25;R$ 17.571.705,00;3;352;13000;182856;1124962;R$ 583.268,77;R$ 1.529,55;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 51.033.490,77
945;16/08/2013;2;3;4;5;6;9;11;13;18;19;20;21;23;24;25;R$ 17.942.240,00;2;559;20641;273823;1431531;R$ 612.444,66;R$ 963,17;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 51.316.157,54
946;19/08/2013;1;7;8;9;10;14;16;17;18;19;20;21;22;24;25;R$ 18.726.688,75;3;329;17278;190012;1087707;R$ 660.967,05;R$ 1.854,48;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 51.773.750,12
947;21/08/2013;1;2;3;5;7;9;10;11;12;15;16;18;20;22;24;R$ 17.770.275,00;8;1345;30342;262698;1254138;R$ 170.295,80;R$ 445,23;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 52.088.142,38
948;23/08/2013;1;2;5;6;8;9;11;13;16;17;18;19;21;22;24;R$ 17.923.508,75;0;538;17838;210919;1198126;R$ 0,00;R$ 1.344,56;R$ 12,50;R$ 5,00;R$ 2,50;R$ 1.645.684,55;R$ 4.000.000,00;R$ 52.467.915,75
949;26/08/2013;1;6;7;8;9;10;11;12;13;14;15;16;17;21;23;R$ 24.481.728,75;3;664;18552;266592;1542831;R$ 1.360.692,32;R$ 1.612,86;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 53.030.160,16
950;28/08/2013;2;4;5;7;8;9;12;13;14;17;18;19;20;21;25;R$ 17.058.010,00;5;780;21614;241710;1244871;R$ 265.527,67;R$ 748,17;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 53.336.538,25
951;30/08/2013;3;7;8;9;10;13;14;15;17;19;20;21;22;23;25;R$ 17.676.410,00;1;531;19677;259631;1345575;R$ 1.307.191,51;R$ 1.082,08;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 70.000.000,00;R$ 53.638.197,84
952;07/09/2013;1;3;4;6;8;11;12;14;17;18;19;21;22;23;25;R$ 184.038.946,25;66;7312;217355;2405881;12609108;R$ 1.107.491,15;R$ 950,30;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 0,00
953;09/09/2013;1;2;5;6;7;9;10;12;13;14;15;16;18;21;24;R$ 16.340.968,75;3;529;20127;219556;1173802;R$ 441.240,97;R$ 1.099,91;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 305.474,53
954;11/09/2013;3;5;6;8;10;11;12;13;14;16;18;20;23;24;25;R$ 21.839.597,50;4;1216;41600;399445;1612147;R$ 348.758,66;R$ 504,27;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 627.405,60
955;13/09/2013;1;2;4;5;7;9;10;11;12;13;14;16;18;21;24;R$ 22.536.213,75;8;789;40298;311297;1651649;R$ 212.195,77;R$ 945,73;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 1.019.151,65
956;16/09/2013;2;3;4;5;6;8;11;12;13;16;17;18;19;21;22;R$ 20.886.370,00;7;2656;21500;273772;1429577;R$ 258.859,09;R$ 299,88;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 1.437.308,65
957;18/09/2013;1;3;4;5;6;7;8;13;15;16;21;22;23;24;25;R$ 20.473.332,50;4;529;18110;247759;1386724;R$ 464.123,27;R$ 1.542,61;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 1.865.730,14
958;20/09/2013;1;4;5;6;9;12;13;14;16;17;19;20;21;22;24;R$ 20.383.113,75;6;980;22313;253805;1297377;R$ 317.066,08;R$ 853,28;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 2.304.744,71
959;23/09/2013;2;5;6;9;11;12;14;16;19;20;21;22;23;24;25;R$ 19.957.588,75;5;607;22665;244599;1331433;R$ 359.474,45;R$ 1.301,57;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 2.719.522,92
960;25/09/2013;1;2;3;4;6;7;10;12;14;16;17;18;20;21;24;R$ 19.443.263,75;5;502;20532;241227;1300020;R$ 349.978,92;R$ 1.532,23;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 3.123.344,76
961;27/09/2013;1;2;3;4;5;7;9;11;12;15;18;20;21;22;25;R$ 19.846.927,50;4;604;20840;249984;1392852;R$ 425.868,23;R$ 1.239,70;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 3.516.453,90
962;30/09/2013;1;4;6;8;9;11;13;14;15;17;20;21;22;23;25;R$ 19.782.530,00;4;781;21183;246810;1332274;R$ 441.188,11;R$ 993,23;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 3.923.704,46
963;02/10/2013;3;4;6;7;9;10;11;14;15;16;17;18;19;23;24;R$ 19.823.418,75;2;516;20536;221115;1281293;R$ 946.534,38;R$ 1.612,63;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 4.360.566,48
964;04/10/2013;1;2;3;4;7;9;10;11;15;17;18;19;20;21;23;R$ 20.611.673,75;1;635;25422;300656;1559672;R$ 1.525.545,03;R$ 1.056,01;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 4.712.615,34
965;07/10/2013;3;4;8;9;10;11;13;14;15;16;18;19;21;22;24;R$ 19.458.092,50;2;622;20589;241750;1310749;R$ 869.573,18;R$ 1.229,03;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 5.113.956,82
966;09/10/2013;2;3;4;5;6;7;8;10;11;12;17;19;21;22;25;R$ 19.708.068,75;5;416;18161;250337;1355925;R$ 346.419,90;R$ 1.281,14;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 5.513.672,09
967;11/10/2013;2;3;4;6;8;9;10;11;16;17;20;21;22;23;25;R$ 20.295.466,25;1;334;15293;212557;1271457;R$ 2.048.091,22;R$ 1.886,77;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.700.000,00;R$ 5.986.308,54
968;14/10/2013;2;3;4;5;7;9;11;13;14;16;18;19;20;21;25;R$ 16.770.608,75;3;563;19553;237192;1209535;R$ 444.090,24;R$ 1.040,16;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 6.293.755,63
969;16/10/2013;1;3;4;5;9;10;11;12;16;17;18;19;20;22;24;R$ 19.134.560,00;1;349;14365;213655;1241095;R$ 1.852.893,52;R$ 1.633,59;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.700.000,00;R$ 6.721.346,44
970;18/10/2013;1;3;6;8;9;10;12;15;17;18;19;20;21;23;24;R$ 19.973.570,00;4;607;24331;249846;1361628;R$ 436.203,49;R$ 1.263,51;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.700.000,00;R$ 7.123.995,82
971;21/10/2013;3;4;5;6;7;9;10;11;18;20;21;22;23;24;25;R$ 17.907.670,00;2;366;14198;200042;1193814;R$ 846.432,42;R$ 1.423,17;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.600.000,00;R$ 7.514.656,94
972;23/10/2013;1;3;6;8;11;13;14;15;16;20;21;22;23;24;25;R$ 18.678.341,25;4;464;19035;283722;1277430;R$ 383.556,17;R$ 1.453,41;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 7.868.708,80
973;25/10/2013;1;2;3;5;6;8;11;14;15;18;20;21;22;24;25;R$ 18.753.606,25;3;576;19978;265115;1335479;R$ 506.745,39;R$ 1.160,13;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 8.219.532,54
974;28/10/2013;1;4;6;7;8;9;10;12;14;15;17;19;21;22;24;R$ 18.494.096,25;5;695;22636;246358;1242387;R$ 320.341,33;R$ 1.013,01;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 8.589.157,15
975;30/10/2013;1;2;4;6;7;10;11;12;13;14;16;17;19;20;24;R$ 18.390.261,25;2;401;16544;229031;1232404;R$ 833.166,32;R$ 1.278,60;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 8.973.695,46
976;01/11/2013;1;2;3;4;6;7;10;11;13;14;19;21;23;24;25;R$ 19.788.190,00;7;2748;28191;286509;1487285;R$ 208.483,97;R$ 233,43;R$ 12,50;R$ 5,00;R$ 2,50;R$ 0,00;R$ 1.500.000,00;R$ 9.310.477,27
